Producers,Headquarters,Value chain,Website,Species,Production process,Industry (Applications),Industry subsector tags,Investors,Association focus,Founding year,Start-up/scale-up?,Total disclosed investments since 2020,Development stage
Surya Indoalgas,Indonesia,Applications,https://indoalgas.co.id/,,Aquaculture,Hydrocolloids,Agar,,,,,$0,
Sustainable Sea Products,USA,Applications,https://www.sustainableseaproducts.co/,,,Bioplastics / biomaterials,,,,2022,checked,$0,Pilot / Demonstration
Swallow Globe (PT Dunia Bintang Wallet),Indonesia,Applications,https://swallow-globe.co.id/main/,,,Hydrocolloids,Agar,,,,,$0,
Sway,USA,Applications,https://swaythefuture.com/,,,Bioplastics / biomaterials,,"Sustainable Ocean Alliance,Valor Siren Ventures,BAM Ventures,C3 Capital,Centre Street Partners,Conservation International Ventures,Alante Capital,Katapult Ocean,Third Nature Ventures,Superorganism,The Helm",,2020,checked,"$7,500,000",Pilot / Demonstration
SWD Connectors,Netherlands,Consulting,http://www.swdconnectors.com/,,,,,,,,,$0,
Swedish Seaweed,Sweden,Farming & harvesting,https://swedishseaweed.com/,,,,,,,2024,,$0,
SWF,Japan,Applications,https://swf.jp/zigyo/,,,Personal care,,,,,,$0,
Symbiomer,France,Farming & harvesting,https://www.symbiomer.com/,"Laminaria sp.,Palmaria sp.,Himanthalia elongata,Ascophyllum nodosum","Aquaculture,Wild harvesting,IMTA",,,,,2017,checked,$0,Validation / Traction
Symbrosia,USA,Farming & harvesting,https://symbrosia.co/,Asparagopsis sp.,Aquaculture,Feed,Livestock methane reduction,"Hatch,Pacific 6 Enterprises,Danone Manifesto Ventures,Mana Up,Presidio Ventures,Sea Ahead",,2018,checked,"$7,000,000",Pilot / Demonstration
Synergraze,Canada,Applications,https://synergraze.com/,,,Feed,Livestock methane reduction,,,,,$0,
Synoxis Algae,France,Infrastructure & equipment,https://www.synoxis-algae.com/,,,,,,,,,$0,
Tacara,Malaysia,Applications,http://tacara.com.my/,,,Hydrocolloids,Carrageenan,,,,,$0,
Takaokaya,Japan,Applications,http://www.takaokaya.com/,Porphyra sp.,,Food,Dried/raw seaweed,,,,,$0,
Tamamo Co.,Japan,Applications,https://www.rakuten.co.jp/tamamo/info.html,,,Food,Dried/raw seaweed,,,1967,,$0,
Tångkullan,Sweden,Farming & harvesting,https://tangkullan.se/,,Aquaculture,,,,,,,$0,
Tango Seaweed AS (failed),Norway,Farming & harvesting,,"Alaria esculenta,Saccharina latissima",Aquaculture,Food,,"We come from the sea,Angel investors (various)",,2016,checked,$0,Failed / Zombie
Tao Kae Noi,Thailand,Applications,,,,Food,Snacks and seasoning,,,2004,checked,$0,Mature / Public
Taramar,Iceland,Applications,https://taramar.com/,,,Personal care,,Technology Development Fund,,2010,checked,$0,Scale-up / Industrialisation
Tarevoktere,Norway,Conservation & restoration,https://www.tarevoktere.org/,,,,,,,,,$0,
TARI,Faroe Islands,Farming & harvesting,https://tari.fo/,"Saccharina latissima,Alaria esculenta",Aquaculture,Food,,,,,,$0,
Taskelp,Australia,"Farming & harvesting,Applications",https://taskelp.com/,Durvillaea potatorum,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Tassal,Australia,Farming & harvesting,https://www.tassal.com.au/,,"Aquaculture,IMTA",,,,,,,$0,
TBIO,China,Applications,http://www.tbio.cn/,,,Plant & soil nutrition,,,,,,$0,
TBK Manufacturing Corp.,Philippines,Applications,https://www.tbk.com.ph/,,,Hydrocolloids,Carrageenan,,,,,$0,
Te Huata,New Zealand,"Farming & harvesting,Breeding & propagation",,,,,,,,,,$0,
"Tengzhou Tongda Algae Engineering Technology Co., Ltd",China,Applications,www.yunxinhaizao.com,,,Hydrocolloids,Carrageenan,,,1999,,$0,
Ter-Mer Rodrigues,Mauritius,Farming & harvesting,https://ter-merrodriguez.org/,Gracilaria salicornia,,,,,,,,$0,
TG Shian Wang Food,Thailand,Applications,https://www.tgsw-seaweed.com/,,,Food,Snacks and seasoning,,,2017,checked,$0,Validation / Traction
Thalado (Le Comptoir des Algues),France,Applications,https://www.thalado.fr/en/,,,Personal care,,,,,,$0,
Thalasso Ocean,Mexico,"Infrastructure & equipment,Applications,Farming & harvesting,Processing",https://www.thalassoocean.com/,Sargassum sp.,Wild harvesting,"Plant & soil nutrition,Hydrocolloids,HABs,Feed",Biorefinery,"Innovation Norway,Aksello,Seaworthy Collective,Blue Bio Value,Flow Ventures,Rumbo Ventures",,2021,checked,"$320,000",Pilot / Demonstration
Thalgo,France,Applications,https://www.thalgo.fr/,,,Personal care,,,,,,$0,
The Algae Store,India,Distribution,https://www.algaestore.in/,,,,,,,2024,,$0,
The Aquaculture Group,Singapore,Farming & harvesting,https://aquaculture.group/,,Aquaculture,Plant & soil nutrition,,,,2020,checked,$0,Research / product development
The Bay Foundation,USA,Conservation & restoration,https://www.santamonicabay.org/what-we-do/projects/kelp-forest-restoration-project/,,,,,,,,,$0,
The Carbon Sea Garden,UK,Farming & harvesting,https://www.thecarbonseagarden.co.uk/,,Aquaculture,,,,,,,$0,
The Cornish Seaweed Company Ltd,UK,Farming & harvesting,https://www.cornishseaweed.co.uk/,"Chondrus sp.,Himanthalia sp.,Palmaria sp.,Porphyra sp.,Saccharina sp.,Ulva sp.","Wild harvesting,Aquaculture",Food,,,,,,$0,
The Crop Project,USA,"Processing,Distribution",https://www.thecropproject.com/,,,,Whole-plant,"Norfolk Green Ventures,Susquehanna Foundation,Food Foundry,Hatch,Launch Alaska,Sea Ahead",,2021,checked,"$1,500,000",Validation / Traction
The Good Ocean,India,Farming & harvesting,https://www.thegoodocean.in/,Sargassum sp.,Wild harvesting,Food,,,,2022,,$0,
The Irish Seaweed Company,Ireland,Farming & harvesting,https://irishseaweed.co.uk/,"Alaria esculenta,Chondrus crispus,Himanthalia elongata,Laminaria digitata,Palmaria palmata,Saccharina latissima,Ulva lactuca",Wild harvesting,Food,,,,,,$0,
The Kalup Project,Canada,Farming & harvesting,https://kalup.ca/,,,,,,,2024,,$0,
The Kelp Fund,USA,Multi-stakeholder platform,https://www.eatmorekelp.com/,,,,,,Growing the industry,,,$0,
The Kelp Rescue Initiative,Canada,Conservation & restoration,https://kelprescue.org/,,,,,,,2021,,$0,
The Korean Seaweed Industry Federation,South Korea,Multi-stakeholder platform,http://kolia.org/,,,,,,Producers association,,,$0,
The Nature Conservancy,USA,Conservation & restoration,https://www.nature.org/en-us/,,,,,,,,,$0,
The Northern Company,Norway,Farming & harvesting,https://www.northerncompany.no/,,Wild harvesting,Food,,,,2010,,$0,
The Ocean Cleaner,France,Farming & harvesting,https://theoceancleaner.fr/,Sargassum sp.,Wild harvesting,HABs,,,,2021,checked,$0,Validation / Traction
The Pembrokeshire Beach Food Company,UK,"Applications,Farming & harvesting",https://beachfood.co.uk/,,Wild harvesting,Food,Snacks and seasoning,,,2010,,$0,
The Sea Gardener,Ireland,Applications,https://www.linkedin.com/in/marie-power-63696235/,,,Food,,,,,,$0,
The Seas We Love,Mexico,"Farming & harvesting,Multi-stakeholder platform",https://www.tswl.mx/,Sargassum sp.,Wild harvesting,HABs,,,,2024,,$0,
The Seaweed Alliance,UK,Multi-stakeholder platform,http://seaweedforumwales.org.uk/,,,,,,Growing the industry,,,$0,
The Seaweed Centre,Ireland,Applications,https://www.theseaweedcentre.com/,,,,,,,,,$0,
The Seaweed Company,Netherlands,"Farming & harvesting,Applications",https://www.theseaweedcompany.com/,"Alaria sp.,Gracilaria sp.,Ulva sp.,Saccharina latissima,Palmaria palmata,Undaria sp.,Ascophyllum nodosum,Codium sp.,Himanthalia sp.","Aquaculture,Wild harvesting","Plant & soil nutrition,Food,Feed",,Colruyt,,2018,checked,$0,Pilot / Demonstration
The Seaweed Enterprise,Israel,Farming & harvesting,https://theseaweedenterprise.com/,,"Aquaculture,Onshore",,,,,2022,checked,$0,Research / product development
The Seaweed Food Co.,UK,"Farming & harvesting,Applications",https://theseaweedfoodcompany.com/,,Wild harvesting,Food,Snacks and seasoning,,,2020,,$0,
The Transformation Factory,USA,Applications,https://seamosstransformation.com/,Chondrus crispus,,Nutraceuticals,,Angel investors (various),,2020,checked,"$600,000",Validation / Traction
Thimble Island Ocean Farm,USA,Farming & harvesting,https://www.thimbleislandoceanfarm.com/,,"Aquaculture,IMTA",Food,,,,,,$0,
This is Seaweed (failed),Ireland,Processing,,,,,Biorefinery,,,2015,checked,$0,Failed / Zombie
Thomsea,France,Farming & harvesting,https://www.thomsea.fr/,"Sargassum sp.,Solieria sp.,Ulva sp.",Wild harvesting,HABs,,,,2003,checked,$0,Mature / Public
Thorverk (Þörungaverksmiðjan),Iceland,Farming & harvesting,https://www.thorverk.is/,"Ascophyllum nodosum,Laminaria digitata",Wild harvesting,,,,,1986,,$0,
Thorvin,USA,Applications,http://thorvin.com/,,,"Plant & soil nutrition,Feed",,,,,,$0,
Ting med Tang,Norway,Farming & harvesting,https://tingmedtang.no/,"Alaria esculenta,Ascophyllum nodosum,Chondrus crispus,Fucus serratus,Fucus vesiculosus,Laminaria digitata,Palmaria palmata,Saccharina latissima,Ulva sp.,Ulva lactuca,Vertebrata lanosa",Wild harvesting,,,,,,,$0,
TNO Seaweed processing facility,Netherlands,"Research,Processing",https://www.tno.nl/en/technology-science/labs/seaweed-lab/,,,,Biorefinery,,,,,$0,
Tohei Kombu Seaweed Co.,Japan,Applications,http://www.tohira.com/,,,Food,Dried/raw seaweed,,,1897,,$0,
Tokai Denpun Co.,Japan,Applications,http://www.tdc-net.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Tokan Co.,Japan,Applications,https://www.tokan-g.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Tokon Co.,Japan,Applications,http://www1a.biglobe.ne.jp/tohkonn/top.html,,,Food,Dried/raw seaweed,,,,,$0,
Tonnerre de Brest,France,Applications,https://www.tonnerre-de-brest.com/en/,,,Food,,,,,,$0,
Topmo Lanka,Sri Lanka,Farming & harvesting,https://www.topmolanka.com/,,,,,,,,,$0,
Toyota,Japan,Applications,https://www.asahi.com/articles/ASP4R4SYBP4HOIPE02G.html,,,Bioplastics / biomaterials,,,,,,$0,
Trading Room,Philippines,"Farming & harvesting,Applications",https://www.tradingroom.ph/,Ulva sp.,Wild harvesting,"Plant & soil nutrition,Feed,Personal care",Aquafeed,,,2012,checked,$0,Validation / Traction
Tri Tin,Vietnam,"Farming & harvesting,Applications",https://tritinseagrapes.com/en/,Caulerpa lentillifera,"Onshore,Aquaculture",Food,,,,2002,,$0,
Trishul Biotech,India,Applications,https://trishulbiotech.com/,,,Plant & soil nutrition,,,,2017,checked,$0,Validation / Traction
Triton Foods,Japan,Applications,https://www.triton-foods.com/,,,Food,,,,,,$0,
Trophic / TROFX,USA,Infrastructure & equipment,https://www.trophic.tech/,,"Aquaculture,Offshore",,,"ARPA-E,Activate",,2018,checked,$0,Pilot / Demonstration
Tropical Seaweed Innovation Network,Indonesia,Multi-stakeholder platform,https://seaweednetwork.id/,,,,,,Research platform,,,$0,
Turquoise Revolution,Canada,Distribution,https://turquoiserevolution.ca/,,,,,Ocean Startup Challenge,,2020,,$0,
Uist Asco,UK,Farming & harvesting,https://www.uistasco.com/,Ascophyllum nodosum,Wild harvesting,,,,,,,$0,
Ultrakelp,Canada,Applications,https://ultrakelp.ca/,Ascophyllum nodosum,,"Feed,Plant & soil nutrition",,,,,,$0,
Uluu,Australia,Applications,https://www.uluu.com.au/,,,Bioplastics / biomaterials,,"Startmate,Main Sequence,Alberts Impact Capital,The Eights,Mistletoe,Possible Ventures",,2020,checked,"$6,335,000",Pilot / Demonstration
Umameats (failed),Netherlands,Applications,,,,Food,Seaweed added to traditional product,EIT Climate-KIC,,2019,checked,$0,Failed / Zombie
Umaro,USA,Applications,https://www.umarofoods.com/,Palmaria sp.,,Food,Meat substitute,"ARPA-E,Activate,Agfunder,Alexandria Venture Investments,Clear Current Capital,Impact Science Ventures,Ponderosa Ventures,Sustainable Food Ventures,Climate Capital Bio",,2018,checked,"$7,800,000",Pilot / Demonstration
Umino Kaisou,Japan,Applications,http://uminokaisou.jp/abouts/,,,Food,Dried/raw seaweed,,,,,$0,
Umitron,Japan,Monitoring tech & software,https://umitron.com/mission.html,,,,,,,,,$0,
Uncommon Alchemy,UK,Applications,https://www.uncommon-alchemy.co.uk/,,,Textiles,,,,2020,checked,$0,Research / product development
Uncracked,USA,Applications,https://www.eatuncracked.com,,,Food,Food ingredients,,,2024,checked,$0,Pilot / Demonstration
Under Ytan,Finland,Farming & harvesting,,,,,,,,2022,checked,$0,Research / product development
Unidade Bioquímica Lda (UBQ II),Portugal,Farming & harvesting,https://www.ubqmadeira.com/,"Asparagopsis taxiformis,Halopteris scoparia,Ulva sp.","Wild harvesting,Aquaculture",,,EASME - EU Executive Agency for SMEs,,,,$0,
Urban Farms,Indonesia,Farming & harvesting,https://urbanfarms.co.id/,"Asparagopsis sp.,Kappaphycus alvarezii",Aquaculture,,,,,2018,,$0,
Urchinomics,Netherlands,Conservation & restoration,https://www.urchinomics.com/,,,,Urchin removal,"Builders Vision,ENEOS Group,Cadman Capital Group,Bright Tide Ocean/Blue Carbon Accelerator,Sustainable Ocean Alliance",,2017,checked,"$5,780,000",Scale-up / Industrialisation
Uwabe Food Industry Co.,Japan,Applications,https://www.uwabe.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Variodin,Germany,Applications,https://variodin.ag/,Sargassum sp.,,"Energy,Plant & soil nutrition","Biochar / hydrochar,Biofuel",,,2023,checked,$0,Research / product development
Vashon Kelp Forest,USA,Farming & harvesting,https://www.vashonkelpforest.com/,"Saccharina latissima,Nereocystis luetkeana","Nearshore,Aquaculture",,,,,,,$0,
Veerfar,USA,Applications,https://veerfar.com/,Saccharina latissima,,Nutraceuticals,,,,2021,checked,$0,Validation / Traction
Veganz,Germany,Applications,https://veganz.com/,,,Food,,,,,,$0,
Ventuno,Japan,"Farming & harvesting,Applications",https://ventuno.com/en,,Aquaculture,"Nutraceuticals,Personal care",Fucoidans,,,1990,checked,$0,Mature / Public
Venus Shell Systems / PhycoHealth,Australia,"Farming & harvesting,Applications",https://www.venusshellsystems.com.au/,,"Aquaculture,Onshore","Nutraceuticals,Pharmaceuticals,Food,Personal care",,Crowdfunding,,2014,checked,"$450,000",Scale-up / Industrialisation
Vertical Oceans,Singapore,Farming & harvesting,https://www.verticaloceans.blue/,,"Aquaculture,IMTA",,,,,,,$0,
Vesterålen Seaweed,Norway,Farming & harvesting,https://www.vseaweed.no/,,"IMTA,Aquaculture",,,,,2016,,$0,
Vetik,Estonia,Applications,https://vetik.eu/,Furcellaria lumbricalis,Wild harvesting,"""Pigments, inks, dyes, coatings"",Plant & soil nutrition",,"Blue Bio Value,EIT Climate-KIC,Beamline",,2017,checked,$0,Research / product development
Viable Gear,USA,Infrastructure & equipment,https://www.viablegearco.com/,,,,,,,2022,checked,$0,Research / product development
Viet Xo,Vietnam,Applications,https://vietxoco.com/,,,"Plant & soil nutrition,Hydrocolloids",Agar,,,,,$0,
Vietnam Seaculture Association,Vietnam,Multi-stakeholder platform,https://hiephoivsa.com.vn/english,,,,,,Producers association,,,$0,
Vikas Crop Care,India,Applications,https://vikascropcare.com/,"Ascophyllum nodosum,Kappaphycus alvarezii,Sargassum wightii",,Plant & soil nutrition,,,,1972,checked,$0,Mature / Public
Vinex Seaweed Dealers,India,Farming & harvesting,,"Kappaphycus alvarezii,Sargassum sp.","Nearshore,Wild harvesting,Aquaculture",,,,,,,$0,
Vinpai,France,Applications,https://vinpai.com/en/cosmetic/product-lines/category/masques-peel-off,,,Personal care,,,,,,$0,
Vitamin Sea,USA,Farming & harvesting,https://vitaminseaseaweed.com/,,Wild harvesting,"Food,Plant & soil nutrition",,,,2004,,$0,
Viva Maris,Germany,Applications,https://www.viva-maris.de/,,,Food,,,,,,$0,
Volta Greentech (pivoted),Sweden,"Applications,Farming & harvesting",https://www.voltagreentech.com/,Asparagopsis sp.,"Aquaculture,Onshore",Feed,Livestock methane reduction,"Kjell & Märta Beijers Foundation,Angel investors (various),Konsumentföreningen Stockholm (Coop),Novax (Axel Johnson),Protos",,2018,checked,"$4,400,000",Pivot away from seaweed
Voya Seaweed Baths,Ireland,Farming & harvesting,https://www.voyaseaweedbaths.com/,"Fucus serratus,Fucus vesiculosus,Himanthalia elongata,Laminaria digitata",Wild harvesting,Personal care,,,,,,$0,
Vu Minh Soviagar,Vietnam,Applications,https://agarvietnam.vn/,,,Hydrocolloids,Agar,,,,,$0,
Vyld,Germany,Applications,https://www.vyldness.de/,,,Bioplastics / biomaterials,,"Purpose Ventures,The Case for Her",,2021,checked,$0,Pilot / Demonstration
W Hydrocolloids,Philippines,"Farming & harvesting,Applications",https://whydrocolloids.com/,,,Hydrocolloids,Carrageenan,,,,,$0,
W.L. Gore,USA,Infrastructure & equipment,https://seaweedsolutions.com/news/press-release-gore-and-seaweed-solutions-collaborate-to-boost-seaweed-growth,,,,,,,,,$0,
Wadzilt (Waddenwier),Netherlands,"Farming & harvesting,Applications",https://www.wadzilt.nl/,Ulva sp.,"Aquaculture,Onshore","Food,Plant & soil nutrition",,,,,,$0,
Wahyu Putra Bimasakti ,Indonesia,Applications,https://www.indonesiaseaweed.com/company/wahyu-putra-bimasakti/,,Aquaculture,"Hydrocolloids,Food","Carrageenan,Snacks and seasoning",,,,,$0,
Waikaitu (NZBioActive),New Zealand,Applications,https://www.waikaitu.com/,Undaria Pinnatifida,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Wakame Fresh,New Zealand,Farming & harvesting,https://wakamefresh.co.nz/,,,,,,,,,$0,
Wando Food,South Korea,Applications,https://wandofood.co.kr/,,,Food,,,,,,$0,
Wando Mulsan Co.,South Korea,"Applications,Farming & harvesting",https://www.wandobonga.com/,,,,,,,,,$0,
Wando To The World 237,South Korea,"Farming & harvesting,Applications",http://totheworld237.com/,,Nearshore,Food,Snacks and seasoning,,,2020,checked,$0,Scale-up / Industrialisation
Wando Trading Co,South Korea,Applications,http://www.wandobonga.co.kr/,,,Food,"Snacks and seasoning,Dried/raw seaweed",,,,,$0,
Wandoboy,South Korea,Applications,https://wandoboy.com/,,,Food,,,,,,$0,
Wandoda / Barozle,South Korea,Applications,https://wandoda.com/,,,Food,,,,,,$0,
Wandomom,South Korea,"Multi-stakeholder platform,Applications",https://www.wandomom.com/,"Ecklonia stolonifera,Gloiopeltis sp.,Porphyra yezoensis,Capsosiphon fulvescens,Sargassum fusiforme,Saccharina japonica",,Food,,,Producers association,,,$0,
Wavy Wonders,Denmark,Applications,https://www.wavy-wonders.com/,,,Food,Snacks and seasoning,,,2020,checked,$0,Validation / Traction
Weedoo Greenboat,USA,Infrastructure & equipment,https://www.weedooboats.com/,,,HABs,,,,,,$0,
"Wenzhou Xingbei Seaweed Food Co., Ltd",China,"Applications,Farming & harvesting",https://brand.waitui.com/736a5487b.html,,Aquaculture,Food,Livestock feed,,,2002,,$0,
West Algues,France,Farming & harvesting,https://www.westalgues.fr/,"Alaria esculenta,Undaria Pinnatifida","Wild harvesting,Aquaculture",,,,,2018,,$0,
West Coast Kelp,Canada,"Breeding & propagation,Conservation & restoration",https://westcoastkelp.ca/,,,,,,,,,$0,
West Coast Marine Bio Processing Corp. (KelpGrow),Canada,"Farming & harvesting,Applications",https://www.kelpgrow.it/,Macrocystis tenuifolia,Wild harvesting,Plant & soil nutrition,,Biolchim,,2002,,$0,
Westcountry Mussels,UK,Farming & harvesting,https://www.westcountrymussels.co.uk/,,Aquaculture,,,,,,,$0,
Whiore Enterprises,New Zealand,"Farming & harvesting,Applications",https://whiore.co.nz/,Undaria Pinnatifida,Wild harvesting,,,,,2023,checked,$0,Research / product development
Wierwaar,Netherlands,Applications,https://weedware.org/,,,Bioplastics / biomaterials,,,,2015,,$0,
Wild Atlantic Seaweed Ireland,Ireland,Farming & harvesting,https://wild-atlantic-seaweed.com/,"Laminaria digitata,Palmaria palmata,Saccharina latissima",Wild harvesting,Food,,,,,,$0,
